Year,Food Handling Classification,Food Category,Food Name,Food details,Method,Organism,Concentration,Unit,Agency,Survey,Source URL,Access Date,Remarks
2018,Ingredients,Chicken,Breast,,plate_count,Campylobacter jejuni,2.2,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場E; others: 第4回, 52日齢; "
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter jejuni,8.18,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場F; others: 第5回, 50日齢; "
2018,Ingredients,Chicken,Breast,,plate_count,Campylobacter jejuni,2.81,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場F; others: 第5回, 50日齢; "
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,"Campylobacter jejuni, Campylobacter coli",6.47,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場G; others: 第6回, 49日齢; "
2018,Ingredients,Chicken,Breast,,plate_count,Campylobacter jejuni,2.11,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場G; others: 第6回, 49日齢; "
2020,Non-edible Parts,Chicken,Cecal content,,plate_count,"Campylobacter jejuni, Campylobacter coli",7.27,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場H; others: 第7回, 48日齢; "
2020,Ingredients,Chicken,Breast,,plate_count,"Campylobacter jejuni, Campylobacter coli",2.49,log CFU/g,National Institute of Health Sciences,2食鳥処理場におけるブロイラー群および胸肉のカンピロバクター,https://agriknowledge.affrc.go.jp/RN/2010937017.pdf,,"value: 平均値; 問い合わせ: 要; origin: 農場H; others: 第7回, 48日齢; "
2020,Ingredients,Chicken,Leg,,plate_count,Campylobacter spp.,1.53,log CFU/g,"Prefectural and Municipal Public Health Institute, National Institute of Health Science",鶏肉食品におけるカンピロバクター等の定量的汚染実態に関する研究,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan1.pdf,,value: 平均値; 問い合わせ: 要; 検査方法_詳細: ISO 10272-2:2017; other: 食鳥処理場及び鶏種(銘柄)の情報あり; 
2021,Ready-to-Eat (RTE),"Other, mixed, uncategorised or unknown types of food",Prepared foods,そうざい1 (ready-to-eat(RTE)のデリミート),plate_count,Listeria monocytogenes,2.30E+05,CFU/g,Fukuoka City Institute of Health and Environment,複数の型が検出されたListeria monocytogenes集団感染事例,https://www.niid.go.jp/niid/ja/l-monocytogenes-m/l-monocytogenes-iasrd/11432-510d05.html,,食品詳細:そうざい1 (ready-to-eat(RTE)のデリミート)
2021,Ready-to-Eat (RTE),"Other, mixed, uncategorised or unknown types of food",Prepared foods,そうざい2 (ready-to-eat(RTE)のデリミート),plate_count,Listeria monocytogenes,2.90E+03,CFU/g,Fukuoka City Institute of Health and Environment,複数の型が検出されたListeria monocytogenes集団感染事例,https://www.niid.go.jp/niid/ja/l-monocytogenes-m/l-monocytogenes-iasrd/11432-510d05.html,,食品詳細:そうざい2 (ready-to-eat(RTE)のデリミート)
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,107.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,57.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,22.75,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,22.75,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,"検査方法_詳細: MPN法(3本法); organism_details: 血清型O4, O7; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵"
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,22.75,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O7; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,9,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,9,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,9,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,9,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,9,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O7; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,9,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O7; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O7; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,"検査方法_詳細: MPN法(3本法); organism_details: 血清型O4, O8; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵"
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,"検査方法_詳細: MPN法(3本法); organism_details: 血清型O4, O7; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵"
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
2020~2021,Ingredients,Chicken,Other processed chicken products,Chilled,MPN,Salmonella spp.,<7.5,MPN/25g,National Institute of Health Sciences,鶏肉加工製品におけるサルモネラ等の定量汚染の調査,https://mhlw-grants.niph.go.jp/system/files/report_pdf/202024029A-buntan3.pdf,,検査方法_詳細: MPN法(3本法); organism_details: 血清型O4; other: 血清型ごとの分離菌株数の情報あり;食品詳細:冷蔵
